regime,quantity,M,branch,tau_min,tau_max,k,a_k
low M le 200,R,100,1,0.4,0.75,2,0.011957859
low M le 200,R,100,1,0.4,0.75,3,0.00042426955000000004
low M le 200,R,100,1,0.4,0.75,4,-0.0008111220100000001
low M le 200,R,100,1,0.4,0.75,5,0.00015646832
low M le 200,R,100,1,0.4,0.75,6,0.00063639047
low M le 200,R,100,1,0.4,0.75,7,0.00052939801
low M le 200,R,100,1,0.4,0.75,8,-0.00024617219
low M le 200,R,100,2,0.75,1.0,0,1.1658076
low M le 200,R,100,2,0.75,1.0,1,0.23288584
low M le 200,R,100,2,0.75,1.0,2,0.048104846
low M le 200,R,100,2,0.75,1.0,3,0.004408585
low M le 200,R,100,2,0.75,1.0,4,-0.006742502
low M le 200,R,100,2,0.75,1.0,5,-0.0062757618
low M le 200,R,100,2,0.75,1.0,6,-0.00038064813000000005
low M le 200,R,100,2,0.75,1.0,7,0.0020483036
low M le 200,R,100,2,0.75,1.0,8,0.0024362305
low M le 200,R,150,0,0.0,0.4,0,0.80206116
low M le 200,R,150,0,0.0,0.4,1,0.068520902
low M le 200,R,150,0,0.0,0.4,2,-0.0023324725
low M le 200,R,150,0,0.0,0.4,3,0.0046146043
low M le 200,R,150,0,0.0,0.4,4,-0.002962244
low M le 200,R,150,0,0.0,0.4,5,0.002063897
low M le 200,R,150,0,0.0,0.4,6,-0.0016673952
low M le 200,R,150,0,0.0,0.4,7,0.0010520137
low M le 200,R,150,0,0.0,0.4,8,-0.00079752041
low M le 200,R,150,1,0.4,0.75,0,0.97330118
low M le 200,R,150,1,0.4,0.75,1,0.11329163
low M le 200,R,150,1,0.4,0.75,2,0.013271856
low M le 200,R,150,1,0.4,0.75,3,0.0025542911
low M le 200,R,150,1,0.4,0.75,4,0.0011237933
low M le 200,R,150,1,0.4,0.75,5,9.2108353e-05
low M le 200,R,150,1,0.4,0.75,6,0.00032224145
low M le 200,R,150,1,0.4,0.75,7,0.00020206176000000001
